Question,Correct_PDF,Top_Results,Latency_ms,Recall@1,Recall@3,Recall@5,Top_Citations
What is the main AI-related objective of On Triangular versus Edge Representations - Towards Scalable Modeling of Networks?,NIPS-2012-on-triangular-versus-edge-representations-towards-scalable-modeling-of-networks-Paper.pdf,"['NIPS-2012-on-triangular-versus-edge-representations-towards-scalable-modeling-of-networks-Paper.pdf', 'NIPS-2012-on-triangular-versus-edge-representations-towards-scalable-modeling-of-networks-Paper.pdf', 'NIPS-2012-on-triangular-versus-edge-representations-towards-scalable-modeling-of-networks-Paper.pdf', 'NIPS-2012-on-triangular-versus-edge-representations-towards-scalable-modeling-of-networks-Paper.pdf', 'NIPS-2012-on-triangular-versus-edge-representations-towards-scalable-modeling-of-networks-Paper.pdf']",370.17,1,1,1,"['NIPS-2012-on-triangular-versus-edge-representations-towards-scalable-modeling-of-networks-Paper.pdf, p. 1', 'NIPS-2012-on-triangular-versus-edge-representations-towards-scalable-modeling-of-networks-Paper.pdf, p. 8', 'NIPS-2012-on-triangular-versus-edge-representations-towards-scalable-modeling-of-networks-Paper.pdf, p. 2', 'NIPS-2012-on-triangular-versus-edge-representations-towards-scalable-modeling-of-networks-Paper.pdf, p. 1', 'NIPS-2012-on-triangular-versus-edge-representations-towards-scalable-modeling-of-networks-Paper.pdf, p. 2']"
What is the main AI-related objective of Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks?,NIPS-2015-faster-r-cnn-towards-real-time-object-detection-with-region-proposal-networks-Paper.pdf,"['NIPS-2015-faster-r-cnn-towards-real-time-object-detection-with-region-proposal-networks-Paper.pdf', 'NIPS-2015-faster-r-cnn-towards-real-time-object-detection-with-region-proposal-networks-Paper.pdf', 'NIPS-2015-faster-r-cnn-towards-real-time-object-detection-with-region-proposal-networks-Paper.pdf', 'NIPS-2015-faster-r-cnn-towards-real-time-object-detection-with-region-proposal-networks-Paper.pdf', 'Redmon_You_Only_Look_CVPR_2016_paper.pdf']",355.21,1,1,1,"['NIPS-2015-faster-r-cnn-towards-real-time-object-detection-with-region-proposal-networks-Paper.pdf, p. 1', 'NIPS-2015-faster-r-cnn-towards-real-time-object-detection-with-region-proposal-networks-Paper.pdf, p. 8', 'NIPS-2015-faster-r-cnn-towards-real-time-object-detection-with-region-proposal-networks-Paper.pdf, p. 1', 'NIPS-2015-faster-r-cnn-towards-real-time-object-detection-with-region-proposal-networks-Paper.pdf, p. 2', 'Redmon_You_Only_Look_CVPR_2016_paper.pdf, p. 9']"
What is the main AI-related objective of Attention Is All You Need Ashish Vaswani Google Brain?,NIPS-2017-attention-is-all-you-need-Paper.pdf,"['2005.11401v4.pdf', 'NIPS-2017-attention-is-all-you-need-Paper.pdf', 's44163-022-00022-8.pdf', '9780203802878_previewpdf.pdf', '2204.14198v2.pdf']",309.43,0,1,1,"['2005.11401v4.pdf, p. 15', 'NIPS-2017-attention-is-all-you-need-Paper.pdf, p. 1', 's44163-022-00022-8.pdf, p. 8', '9780203802878_previewpdf.pdf, p. 19', '2204.14198v2.pdf, p. 39']"
"What is the main AI-related objective of Foundations and Trends R Machine Learning Vol. 4, No. 2 (2011) 107-194?",OLsurvey.pdf,"['s44163-022-00022-8.pdf', 'OLsurvey.pdf', 's44163-022-00022-8.pdf', 'OLsurvey.pdf', 'AD1099286.pdf']",362.7,0,1,1,"['s44163-022-00022-8.pdf, p. 2', 'OLsurvey.pdf, p. 3', 's44163-022-00022-8.pdf, p. 4', 'OLsurvey.pdf, p. 1', 'AD1099286.pdf, p. 20']"
What is the main AI-related objective of 12th USENIX Symposium on Operating Systems Design and Implementation (OSDI '16).?,osdi16-abadi.pdf,"['osdi18-moritz.pdf', 'osdi16-abadi.pdf', 'osdi16-abadi.pdf', 'osdi16-abadi.pdf', 'osdi18-moritz.pdf']",361.82,0,1,1,"['osdi18-moritz.pdf, p. 1', 'osdi16-abadi.pdf, p. 1', 'osdi16-abadi.pdf, p. 16', 'osdi16-abadi.pdf, p. 15', 'osdi18-moritz.pdf, p. 15']"
What is the main AI-related objective of 13th USENIX Symposium on Operating Systems Design and Implementation (OSDI '18).?,osdi18-moritz.pdf,"['osdi18-moritz.pdf', 'osdi16-abadi.pdf', 'osdi18-moritz.pdf', 'osdi18-moritz.pdf', 'osdi18-moritz.pdf']",412.95,1,1,1,"['osdi18-moritz.pdf, p. 1', 'osdi16-abadi.pdf, p. 1', 'osdi18-moritz.pdf, p. 15', 'osdi18-moritz.pdf, p. 3', 'osdi18-moritz.pdf, p. 8']"
"What is the main AI-related objective of The Dataflow Model: A Practical Approach to Balancing Correctness, Latency, and Cost?",p1792-Akidau.pdf,"['p1792-Akidau.pdf', 'osdi16-abadi.pdf', '41378.pdf', 'osdi16-abadi.pdf', 'p1792-Akidau.pdf']",431.76,1,1,1,"['p1792-Akidau.pdf, p. 1', 'osdi16-abadi.pdf, p. 15', '41378.pdf, p. 1', 'osdi16-abadi.pdf, p. 2', 'p1792-Akidau.pdf, p. 11']"
What is the main AI-related objective of computer COVER FEATURE Published by the IEEE Computer Society?,Recommender-Systems-[Netflix].pdf,"['Artificial Intelligence (AI) Ethics_ Ethics of AI and Ethical AI.pdf', 'Recommender-Systems-[Netflix].pdf', '1802.07228v2.pdf', '1910.10045v2.pdf', 'Informe-AI-Now.pdf']",348.2,0,1,1,"['Artificial Intelligence (AI) Ethics_ Ethics of AI and Ethical AI.pdf, p. 6', 'Recommender-Systems-[Netflix].pdf, p. 1', '1802.07228v2.pdf, p. 56', '1910.10045v2.pdf, p. 36', 'Informe-AI-Now.pdf, p. 38']"
"What is the main AI-related objective of You Only Look Once: Unified, Real-Time Object Detection Joseph Redmon, Santosh?",Redmon_You_Only_Look_CVPR_2016_paper.pdf,"['Redmon_You_Only_Look_CVPR_2016_paper.pdf', 's44163-022-00022-8.pdf', 'article-p35.pdf', 'AD1099286.pdf', 'Redmon_You_Only_Look_CVPR_2016_paper.pdf']",332.62,1,1,1,"['Redmon_You_Only_Look_CVPR_2016_paper.pdf, p. 1', 's44163-022-00022-8.pdf, p. 2', 'article-p35.pdf, p. 4', 'AD1099286.pdf, p. 10', 'Redmon_You_Only_Look_CVPR_2016_paper.pdf, p. 1']"
What is the main AI-related objective of REVIEW ARTICLE OPEN Mobile health strategies for blood pressure self-management in?,s41746-021-00486-5.pdf,"['s41746-021-00486-5.pdf', 's41746-021-00486-5.pdf', 's41746-021-00486-5.pdf', 's41746-021-00486-5.pdf', 's41746-021-00486-5.pdf']",357.7,1,1,1,"['s41746-021-00486-5.pdf, p. 1', 's41746-021-00486-5.pdf, p. 8', 's41746-021-00486-5.pdf, p. 2', 's41746-021-00486-5.pdf, p. 1', 's41746-021-00486-5.pdf, p. 2']"
What is the main AI-related objective of Discover Artificial Intelligence Review Quo vadis artificial intelligence??,s44163-022-00022-8.pdf,"['s44163-022-00022-8.pdf', 's44163-022-00022-8.pdf', 'nature20230927_AI_and_science.pdf', '9780203802878_previewpdf.pdf', 's44163-022-00022-8.pdf']",302.88,1,1,1,"['s44163-022-00022-8.pdf, p. 1', 's44163-022-00022-8.pdf, p. 3', 'nature20230927_AI_and_science.pdf, p. 1', '9780203802878_previewpdf.pdf, p. 21', 's44163-022-00022-8.pdf, p. 2']"
What is the main AI-related objective of Dropout: A Simple Way to Prevent Neural Networks from Overfitting Nitish Srivastava?,srivastava14a.pdf,"['srivastava14a.pdf', 'srivastava14a.pdf', 'srivastava14a.pdf', 'NIPS-2017-attention-is-all-you-need-Paper.pdf', '1710.10903v3.pdf']",400.9,1,1,1,"['srivastava14a.pdf, p. 1', 'srivastava14a.pdf, p. 23', 'srivastava14a.pdf, p. 24', 'NIPS-2017-attention-is-all-you-need-Paper.pdf, p. 11', '1710.10903v3.pdf, p. 12']"
"What is the main AI-related objective of Spark: Cluster Computing with Working Sets Matei Zaharia, Mosharaf Chowdhury,?",Zaharia.pdf,"['Zaharia.pdf', 'Zaharia.pdf', '15-237.pdf', 'Zaharia.pdf', 'Zaharia.pdf']",462.65,1,1,1,"['Zaharia.pdf, p. 1', 'Zaharia.pdf, p. 1', '15-237.pdf, p. 2', 'Zaharia.pdf, p. 5', 'Zaharia.pdf, p. 4']"
What result or improvement is reported for the AI method in Efficient Estimation of Word Representations in Vector Space Tomas Mikolov?,1301.3781v3.pdf,"['1301.3781v3.pdf', 'D14-1162.pdf', '1301.3781v3.pdf', '20-074.pdf', '1301.3781v3.pdf']",464.34,1,1,1,"['1301.3781v3.pdf, p. 1', 'D14-1162.pdf, p. 11', '1301.3781v3.pdf, p. 2', '20-074.pdf, p. 63', '1301.3781v3.pdf, p. 10']"
What AI method or model is discussed in Playing Atari with Deep Reinforcement Learning Volodymyr Mnih Koray Kavukcuoglu?,1312.5602v1.pdf,"['1312.5602v1.pdf', '1709.05067v1.pdf', '1312.5602v1.pdf', '1709.05067v1.pdf', '1312.5602v1.pdf']",368.47,1,1,1,"['1312.5602v1.pdf, p. 1', '1709.05067v1.pdf, p. 1', '1312.5602v1.pdf, p. 4', '1709.05067v1.pdf, p. 2', '1312.5602v1.pdf, p. 4']"
What data or input is used by the AI method in ADAM: A METHOD FOR STOCHASTIC OPTIMIZATION Diederik P. Kingma* University of?,1412.6980v9.pdf,"['1412.6980v9.pdf', '1412.6980v9.pdf', '1412.6980v9.pdf', '1412.6980v9.pdf', '1412.6980v9.pdf']",424.59,1,1,1,"['1412.6980v9.pdf, p. 1', '1412.6980v9.pdf, p. 1', '1412.6980v9.pdf, p. 10', '1412.6980v9.pdf, p. 10', '1412.6980v9.pdf, p. 1']"
How is Spark relevant to the AI topic in MLlib: Machine Learning in Apache Spark Xiangrui Meng?,15-237.pdf,"['15-237.pdf', '15-237.pdf', '15-237.pdf', '15-237.pdf', '15-237.pdf']",352.26,1,1,1,"['15-237.pdf, p. 3', '15-237.pdf, p. 2', '15-237.pdf, p. 3', '15-237.pdf, p. 7', '15-237.pdf, p. 5']"
How is attention relevant to the AI topic in UNSUPERVISED REPRESENTATION LEARNING WITH DEEP CONVOLUTIONAL GENERATIVE ADVERSARIAL?,1511.06434v2.pdf,"['1511.06434v2.pdf', '2112.10752v2.pdf', '1910.10045v2.pdf', '1511.06434v2.pdf', '2112.10752v2.pdf']",449.29,1,1,1,"['1511.06434v2.pdf, p. 1', '2112.10752v2.pdf, p. 9', '1910.10045v2.pdf, p. 25', '1511.06434v2.pdf, p. 1', '2112.10752v2.pdf, p. 7']"
"What AI method or model is discussed in ""Why Should I Trust You?"" Explaining the Predictions of Any Classifier Marco Tulio?",1602.04938v3.pdf,"['1602.04938v3.pdf', '1602.04938v3.pdf', '1602.04938v3.pdf', '1910.10045v2.pdf', '1602.04938v3.pdf']",412.79,1,1,1,"['1602.04938v3.pdf, p. 1', '1602.04938v3.pdf, p. 1', '1602.04938v3.pdf, p. 2', '1910.10045v2.pdf, p. 48', '1602.04938v3.pdf, p. 10']"
What AI method or model is discussed in Communication-Efficient Learning of Deep Networks from Decentralized Data H. Brendan?,1602.05629v4.pdf,"['1602.05629v4.pdf', '1908.07873v1.pdf', '1602.05629v4.pdf', '1910.10045v2.pdf', '1602.05629v4.pdf']",352.91,1,1,1,"['1602.05629v4.pdf, p. 1', '1908.07873v1.pdf, p. 6', '1602.05629v4.pdf, p. 2', '1910.10045v2.pdf, p. 71', '1602.05629v4.pdf, p. 1']"
What result or improvement is reported for the AI method in Efficient and robust approximate nearest neighbor search using?,1603.09320v4.pdf,"['1603.09320v4.pdf', '1603.09320v4.pdf', '1603.09320v4.pdf', '1603.09320v4.pdf', '1603.09320v4.pdf']",352.06,1,1,1,"['1603.09320v4.pdf, p. 12', '1603.09320v4.pdf, p. 1', '1603.09320v4.pdf, p. 12', '1603.09320v4.pdf, p. 11', '1603.09320v4.pdf, p. 12']"
What data or input is used by the AI method in End to End Learning for Self-Driving Cars Mariusz Bojarski NVIDIA Corporation?,1604.07316v1.pdf,"['1604.07316v1.pdf', '1910.07738v2.pdf', '1910.07738v2.pdf', '1910.07738v2.pdf', '1910.07738v2.pdf']",410.76,1,1,1,"['1604.07316v1.pdf, p. 1', '1910.07738v2.pdf, p. 3', '1910.07738v2.pdf, p. 3', '1910.07738v2.pdf, p. 11', '1910.07738v2.pdf, p. 26']"
How is machine learning relevant to the AI topic in Concrete Problems in AI Safety Dario Amodei Google Brain?,1606.06565v2.pdf,"['1606.06565v2.pdf', '1606.06565v2.pdf', '1606.06565v2.pdf', '1606.06565v2.pdf', '1606.06565v2.pdf']",349.07,1,1,1,"['1606.06565v2.pdf, p. 1', '1606.06565v2.pdf, p. 2', '1606.06565v2.pdf, p. 2', '1606.06565v2.pdf, p. 20', '1606.06565v2.pdf, p. 21']"
"What AI method or model is discussed in Wide & Deep Learning for Recommender Systems Heng-Tze Cheng, Levent Koc, Jeremiah?",1606.07792v1.pdf,"['1708.05031v2.pdf', '45530.pdf', '1606.07792v1.pdf', '1606.07792v1.pdf', '1606.07792v1.pdf']",365.82,0,1,1,"['1708.05031v2.pdf, p. 10', '45530.pdf, p. 2', '1606.07792v1.pdf, p. 1', '1606.07792v1.pdf, p. 1', '1606.07792v1.pdf, p. 4']"
What AI method or model is discussed in SEMI-SUPERVISED CLASSIFICATION WITH GRAPH CONVOLUTIONAL NETWORKS Thomas N. Kipf?,1609.02907v4.pdf,"['1609.02907v4.pdf', '1609.02907v4.pdf', '1609.02907v4.pdf', '1609.02907v4.pdf', '1812.08434v6.pdf']",305.13,1,1,1,"['1609.02907v4.pdf, p. 1', '1609.02907v4.pdf, p. 1', '1609.02907v4.pdf, p. 9', '1609.02907v4.pdf, p. 1', '1812.08434v6.pdf, p. 24']"
What AI method or model is discussed in Neural Collaborative Filtering Xiangnan He National University of?,1708.05031v2.pdf,"['1708.05031v2.pdf', '1708.05031v2.pdf', '45530.pdf', '1708.05031v2.pdf', 'Recommender-Systems-[Netflix].pdf']",422.08,1,1,1,"['1708.05031v2.pdf, p. 1', '1708.05031v2.pdf, p. 2', '45530.pdf, p. 2', '1708.05031v2.pdf, p. 1', 'Recommender-Systems-[Netflix].pdf, p. 8']"
How is Currently relevant to the AI topic in Deep Reinforcement Learning for Conversational AI Mahipal Jadeja DA-IICT?,1709.05067v1.pdf,"['1709.05067v1.pdf', '1709.05067v1.pdf', '1709.05067v1.pdf', '1709.05067v1.pdf', '1709.05067v1.pdf']",407.13,1,1,1,"['1709.05067v1.pdf, p. 1', '1709.05067v1.pdf, p. 1', '1709.05067v1.pdf, p. 1', '1709.05067v1.pdf, p. 4', '1709.05067v1.pdf, p. 3']"
What AI method or model is discussed in GRAPH ATTENTION NETWORKS Petar Velickovi c Department of Computer Science and?,1710.10903v3.pdf,"['1710.10903v3.pdf', '1710.10903v3.pdf', '1710.10903v3.pdf', '1812.08434v6.pdf', '1710.10903v3.pdf']",339.57,1,1,1,"['1710.10903v3.pdf, p. 1', '1710.10903v3.pdf, p. 4', '1710.10903v3.pdf, p. 9', '1812.08434v6.pdf, p. 6', '1710.10903v3.pdf, p. 9']"
What result or improvement is reported for the AI method in AI Safety Gridworlds Jan Leike DeepMind?,1711.09883v2.pdf,"['1711.09883v2.pdf', 'AD1099286.pdf', '1711.09883v2.pdf', '1711.09883v2.pdf', '1711.09883v2.pdf']",305.83,1,1,1,"['1711.09883v2.pdf, p. 1', 'AD1099286.pdf, p. 20', '1711.09883v2.pdf, p. 1', '1711.09883v2.pdf, p. 1', '1711.09883v2.pdf, p. 16']"
What AI method or model is discussed in Efficient Neural Architecture Search via Parameter Sharing Hieu Pham * 1 2 Melody Y.?,1802.03268v2.pdf,"['1802.03268v2.pdf', '1806.09055v2.pdf', '1908.00709v6.pdf', '1908.00709v6.pdf', '1802.03268v2.pdf']",399.48,1,1,1,"['1802.03268v2.pdf, p. 1', '1806.09055v2.pdf, p. 11', '1908.00709v6.pdf, p. 7', '1908.00709v6.pdf, p. 1', '1802.03268v2.pdf, p. 6']"
How is Scaling relevant to the AI topic in Horovod: fast and easy distributed deep learning in TensorFlow Alexander Sergeev?,1802.05799v3.pdf,"['1802.05799v3.pdf', '1802.05799v3.pdf', '1802.05799v3.pdf', '1802.05799v3.pdf', '1802.05799v3.pdf']",367.85,1,1,1,"['1802.05799v3.pdf, p. 1', '1802.05799v3.pdf, p. 7', '1802.05799v3.pdf, p. 9', '1802.05799v3.pdf, p. 2', '1802.05799v3.pdf, p. 8']"
How is machine learning relevant to the AI topic in Future of Humanity Institute?,1802.07228v2.pdf,"['s44163-022-00022-8.pdf', '1606.06565v2.pdf', '1606.06565v2.pdf', '978-3-030-69978-9_4.pdf', 'AD1099286.pdf']",281.66,0,0,0,"['s44163-022-00022-8.pdf, p. 2', '1606.06565v2.pdf, p. 20', '1606.06565v2.pdf, p. 20', '978-3-030-69978-9_4.pdf, p. 14', 'AD1099286.pdf, p. 7']"
What AI method or model is discussed in DARTS: DIFFERENTIABLE ARCHITECTURE SEARCH Hanxiao Liu?,1806.09055v2.pdf,"['1806.09055v2.pdf', '1806.09055v2.pdf', '1806.09055v2.pdf', '1908.00709v6.pdf', '1806.09055v2.pdf']",280.69,1,1,1,"['1806.09055v2.pdf, p. 1', '1806.09055v2.pdf, p. 1', '1806.09055v2.pdf, p. 8', '1908.00709v6.pdf, p. 13', '1806.09055v2.pdf, p. 9']"
"How is the proposed AI method relevant to the AI topic in Learning Dexterous In-Hand Manipulation OpenAI, Marcin Andrychowicz, Bowen?",1808.00177v5.pdf,"['1808.00177v5.pdf', '1808.00177v5.pdf', '1808.00177v5.pdf', '1808.00177v5.pdf', '1808.00177v5.pdf']",373.97,1,1,1,"['1808.00177v5.pdf, p. 14', '1808.00177v5.pdf, p. 14', '1808.00177v5.pdf, p. 1', '1808.00177v5.pdf, p. 14', '1808.00177v5.pdf, p. 17']"
"What AI method or model is discussed in Graph neural networks: A review of methods and applications Jie Zhou a,1, Ganqu Cui?",1812.08434v6.pdf,"['1812.08434v6.pdf', '1812.08434v6.pdf', '1812.08434v6.pdf', '1812.08434v6.pdf', '1812.08434v6.pdf']",406.83,1,1,1,"['1812.08434v6.pdf, p. 1', '1812.08434v6.pdf, p. 19', '1812.08434v6.pdf, p. 1', '1812.08434v6.pdf, p. 19', '1812.08434v6.pdf, p. 8']"
What AI method or model is discussed in Sensitivity analysis beyond linearity Manuele Leonelli School of Mathematics and?,1901.02062v1.pdf,"['1901.02062v1.pdf', '1901.02062v1.pdf', '1901.02062v1.pdf', '1910.10045v2.pdf', '1910.10045v2.pdf']",314.93,1,1,1,"['1901.02062v1.pdf, p. 1', '1901.02062v1.pdf, p. 1', '1901.02062v1.pdf, p. 14', '1910.10045v2.pdf, p. 11', '1910.10045v2.pdf, p. 2']"
What AI method or model is discussed in GANFIT: Generative Adversarial Network Fitting for High Fidelity 3D Face?,1902.05978v2.pdf,"['1902.05978v2.pdf', '1902.05978v2.pdf', '1902.05978v2.pdf', '1902.05978v2.pdf', '1902.05978v2.pdf']",330.81,1,1,1,"['1902.05978v2.pdf, p. 1', '1902.05978v2.pdf, p. 1', '1902.05978v2.pdf, p. 4', '1902.05978v2.pdf, p. 2', '1902.05978v2.pdf, p. 1']"
What data or input is used by the AI method in RoBERTa: A Robustly Optimized BERT Pretraining Approach Yinhan Liu Myle Ott?,1907.11692v1.pdf,"['NeurIPS-2020-language-models-are-few-shot-learners-Paper.pdf', '2303.18223v19.pdf', '2303.18223v19 (1).pdf', 'N19-1423.pdf', '1907.11692v1.pdf']",383.16,0,0,1,"['NeurIPS-2020-language-models-are-few-shot-learners-Paper.pdf, p. 22', '2303.18223v19.pdf, p. 101', '2303.18223v19 (1).pdf, p. 101', 'N19-1423.pdf, p. 3', '1907.11692v1.pdf, p. 1']"
"How is However relevant to the AI topic in AutoML: A Survey of the State-of-the-Art Xin He, Kaiyong Zhao, Xiaowen Chu?",1908.00709v6.pdf,"['1908.00709v6.pdf', '1908.00709v6.pdf', '1908.00709v6.pdf', '1908.00709v6.pdf', '1910.10045v2.pdf']",404.73,1,1,1,"['1908.00709v6.pdf, p. 1', '1908.00709v6.pdf, p. 2', '1908.00709v6.pdf, p. 1', '1908.00709v6.pdf, p. 1', '1910.10045v2.pdf, p. 37']"
"What data or input is used by the AI method in Federated Learning: Challenges, Methods, and Future Directions Tian Li?",1908.07873v1.pdf,"['1908.07873v1.pdf', '1908.07873v1.pdf', '1908.07873v1.pdf', '1911.06270v2.pdf', '1911.06270v2.pdf']",555.47,1,1,1,"['1908.07873v1.pdf, p. 1', '1908.07873v1.pdf, p. 4', '1908.07873v1.pdf, p. 13', '1911.06270v2.pdf, p. 3', '1911.06270v2.pdf, p. 12']"
"How is the proposed AI method relevant to the AI topic in A Survey on Bias and Fairness in Machine Learning NINAREH MEHRABI, FRED?",1908.09635v3.pdf,"['1908.09635v3.pdf', '1908.09635v3.pdf', '1908.09635v3.pdf', '1908.09635v3.pdf', 'Informe-AI-Now.pdf']",495.64,1,1,1,"['1908.09635v3.pdf, p. 1', '1908.09635v3.pdf, p. 1', '1908.09635v3.pdf, p. 26', '1908.09635v3.pdf, p. 3', 'Informe-AI-Now.pdf, p. 24']"
What AI method or model is discussed in ALBERT: A LITE BERT FOR SELF-SUPERVISED LEARNING OF LANGUAGE REPRESENTATIONS?,1909.11942v6.pdf,"['NeurIPS-2020-language-models-are-few-shot-learners-Paper.pdf', '1909.11942v6.pdf', '1909.11942v6.pdf', '20-074.pdf', 'N19-1423.pdf']",394.26,0,1,1,"['NeurIPS-2020-language-models-are-few-shot-learners-Paper.pdf, p. 22', '1909.11942v6.pdf, p. 1', '1909.11942v6.pdf, p. 1', '20-074.pdf, p. 62', 'N19-1423.pdf, p. 1']"
How is deep learning relevant to the AI topic in A Survey of Deep Learning Techniques for Autonomous Driving Sorin Grigorescu?,1910.07738v2.pdf,"['1910.07738v2.pdf', '1910.07738v2.pdf', '1910.07738v2.pdf', '1910.07738v2.pdf', '1910.07738v2.pdf']",439.01,1,1,1,"['1910.07738v2.pdf, p. 3', '1910.07738v2.pdf, p. 1', '1910.07738v2.pdf, p. 1', '1910.07738v2.pdf, p. 21', '1910.07738v2.pdf, p. 20']"
"What AI method or model is discussed in Explainable Artificial Intelligence (XAI): Concepts, Taxonomies, Opportunities and?",1910.10045v2.pdf,"['1910.10045v2.pdf', '1910.10045v2.pdf', '1910.10045v2.pdf', '1910.10045v2.pdf', '1910.10045v2.pdf']",396.64,1,1,1,"['1910.10045v2.pdf, p. 6', '1910.10045v2.pdf, p. 2', '1910.10045v2.pdf, p. 1', '1910.10045v2.pdf, p. 47', '1910.10045v2.pdf, p. 1']"
What result or improvement is reported for the AI method in Noname manuscript No. (will be inserted by the editor) Federated Learning?,1911.06270v2.pdf,"['1908.07873v1.pdf', '1911.06270v2.pdf', 'Complexity - 2021 - Zhai - A Review of Artificial Intelligence  AI  in Education from 2010 to 2020.pdf', 'Complexity - 2021 - Zhai - A Review of Artificial Intelligence  AI  in Education from 2010 to 2020.pdf', 'Complexity - 2021 - Zhai - A Review of Artificial Intelligence  AI  in Education from 2010 to 2020.pdf']",429.09,0,1,1,"['1908.07873v1.pdf, p. 4', '1911.06270v2.pdf, p. 1', 'Complexity - 2021 - Zhai - A Review of Artificial Intelligence  AI  in Education from 2010 to 2020.pdf, p. 12', 'Complexity - 2021 - Zhai - A Review of Artificial Intelligence  AI  in Education from 2010 to 2020.pdf, p. 1', 'Complexity - 2021 - Zhai - A Review of Artificial Intelligence  AI  in Education from 2010 to 2020.pdf, p. 14']"
What AI method or model is discussed in Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer?,20-074.pdf,"['1909.11942v6.pdf', '20-074.pdf', '2310.01352v4.pdf', '2303.08774v6.pdf', '20-074.pdf']",374.24,0,1,1,"['1909.11942v6.pdf, p. 13', '20-074.pdf, p. 1', '2310.01352v4.pdf, p. 15', '2303.08774v6.pdf, p. 18', '20-074.pdf, p. 3']"
What data or input is used by the AI method in River: machine learning for streaming data in Python Jacob Montiel?,20-1380.pdf,"['20-1380.pdf', '20-1380.pdf', '20-1380.pdf', '20-1380.pdf', '20-1380.pdf']",402.24,1,1,1,"['20-1380.pdf, p. 3', '20-1380.pdf, p. 1', '20-1380.pdf, p. 2', '20-1380.pdf, p. 1', '20-1380.pdf, p. 4']"
What AI method or model is discussed in Dual-track Music Generation using Deep Learning Sudi Lyu School of Computer Science?,2005.04353v1.pdf,"['2005.04353v1.pdf', '2005.04353v1.pdf', '2005.04353v1.pdf', '2005.04353v1.pdf', '2005.04353v1.pdf']",364.97,1,1,1,"['2005.04353v1.pdf, p. 1', '2005.04353v1.pdf, p. 2', '2005.04353v1.pdf, p. 2', '2005.04353v1.pdf, p. 2', '2005.04353v1.pdf, p. 8']"
What data or input is used by the AI method in Classification of particle trajectories in living cells: machine learning versus?,2005.06239v2.pdf,"['2005.06239v2.pdf', '2005.06239v2.pdf', '2005.06239v2.pdf', '2005.06239v2.pdf', '2005.06239v2.pdf']",384.22,1,1,1,"['2005.06239v2.pdf, p. 1', '2005.06239v2.pdf, p. 1', '2005.06239v2.pdf, p. 4', '2005.06239v2.pdf, p. 3', '2005.06239v2.pdf, p. 11']"
What result or improvement is reported for the AI method in Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks Patrick?,2005.11401v4.pdf,"['2005.11401v4.pdf', '2303.18223v19.pdf', '2303.18223v19 (1).pdf', '2203.15556v1.pdf', '2210.03629v3.pdf']",370.02,1,1,1,"['2005.11401v4.pdf, p. 1', '2303.18223v19.pdf, p. 128', '2303.18223v19 (1).pdf, p. 128', '2203.15556v1.pdf, p. 18', '2210.03629v3.pdf, p. 11']"
What result or improvement is reported for the AI method in Denoising Diffusion Probabilistic Models Jonathan Ho UC Berkeley?,2006.11239v2.pdf,"['2006.11239v2.pdf', '2006.11239v2.pdf', '2112.10752v2.pdf', '2112.10752v2.pdf', '2204.06125v1.pdf']",448.64,1,1,1,"['2006.11239v2.pdf, p. 1', '2006.11239v2.pdf, p. 3', '2112.10752v2.pdf, p. 10', '2112.10752v2.pdf, p. 16', '2204.06125v1.pdf, p. 20']"
